Program,Round,Project Number,Project Title,Project Description,Field of Research (FOR) - Level 1 Division Code,FOR - Level 1 Division Title,FOR - Level 2 Group Code,FOR - Level 2 Group Title,FOR - Level 3 Class Code,FOR - Level 3 Class Title,FOR - Level 4 Sub-Class Code,FOR - Level 4 Sub-Class Title,Lead Research Institution,Institution Type,City,Approval Date,Fiscal Year,Ontario Commitment,Total Project Costs,Salutation,First Name,Middle Name,Last Name,Expenditure Type,Language,Keywords,population,per_capita_funding
Ontario Research Fund - Research Infrastructure,Small Infrastructure Fund - Round 058 - 2023 - June,44267,Defining how we establish and maintain a healthy gut,"A healthy gut is an important component of our day-to-day lives. It is established in the first year of life, when we switch from milk to solids. We will define crucial aspects in this early life switch, and will determine how our gut protects us from pathogens throughout our lifetime.",RDF30,"Medical, health and life sciences",RDF301,Basic medicine and life sciences,RDF30101,Immunology,RDF3010107,Innate immunity,Carleton University,University,Ottawa,2024-05-31 00:00:00 UTC,2024-25,75001,243404,Dr.,Menno,null,Oudhoff,Capital,English,"Gastroenterology, Epigenetics, Immunity, Infection, Intestinal epithelial cells, Gut development, Inflammatory bowel disease, Organoids, Imaging",1291272,0.058083038
Ontario Research Fund - Research Infrastructure,Small Infrastructure Fund - Round 058 - 2023 - June,44278,Platform for Antimicrobial Discovery from Symbiotic Microbes,The emergence of antibiotic-resistant bacterial and fungal infections represent an imminent health crisis in Ontario. The infrastructure proposed for this Platform for Antimicrobial Discovery from Symbiotic Microbes is essential to the discovery and development of new antibiotics and for the training of experts in drug discovery.,RDF10,Natural sciences,RDF106,Biological sciences,RDF10607,Microbiology,RDF1060704,Microbial ecology and evolution,McMaster University,University,Hamilton,2024-05-31 00:00:00 UTC,2024-25,372656,1084511,Dr.,Cameron,null,Currie,Capital,English,"Antibiotics, Antimicrobial Resistance, Streptomyces, Symbiosis, Human Microbiome, Fungus-growing ants",862679,0.431975277
Ontario Research Fund - Research Infrastructure,Small Infrastructure Fund - Round 058 - 2023 - June,44286,Controlling detonation instabilities: experiments and models to enable next-generation engines,"Next-generation propulsion and electricity generation detonation engines are limited by instabilities, constraining their efficiency and operability. This proposal aims to better characterize, model, and modulate detonations to limit these instabilities and enable new engine development.",RDF20-21,Engineering and Technology,RDF205,Chemical engineering,RDF20501,Chemical engineering,RDF2050105,Non-automotive combustion eng. (incl. alternative and renewable fuels),Queen's University,University,Kingston,2024-05-31 00:00:00 UTC,2024-25,80000,256436,Dr.,Jackson,null,Crane,Capital,English,"Detonation, High speed flows, Rotating detonation engine, Computational fluid dynamics, Shock wave, Nanoparticle, Non-equilibrium",192395,0.415811222
Ontario Research Fund - Research Infrastructure,Small Infrastructure Fund - Round 058 - 2023 - June,44292,Infrastructure for High-Definition Microplastic Detection (HD-MPD) and Identity Analysis,"Microplastics (MPs) are quite diverse in shape, size, and polymer, affecting their distribution, accumulation, and toxicity. The objective of this proposed research facility is to employ state-of-the-art technologies to determine complexities in MP properties and, in turn, to assess their environmental presence, fate, and variability.",RDF20-21,Engineering and technology,RDF208,Environmental engineering and related engineering,RDF20899,Other environmental engineering and related engineering,RDF2089999,Other environmental engineering and related engineering,York University,University,Toronto,2024-05-31 00:00:00 UTC,2024-25,140000,353512,Dr.,Shooka,null,Karimpour,Capital,English,"Microplastic contaminants, aquatic ecosystem, fate and entrainment, ecotoxicity, emerging contaminants, water, sediments, Fourier Transform Infrared Spectroscopy, Focal Point Array",7109866,0.019690948
Ontario Research Fund - Research Infrastructure,Small Infrastructure Fund - Round 058 - 2023 - June,44302,Resilient Agile Aerial Autonomy,"The aim of the project is to develop intelligent aerial multi-robot systems that significantly improve public safety. This research focuses on pushing the limited operating window of current aerial robot navigation to enable autonomy in less structured, changing environments and in safety-critical interactions.",RDF10,Natural Sciences,RDF102,Computer and information sciences,RDF10201,Artificial intelligence (AI),RDF1020102,Intelligent Robotics,Queen's University,University,Kingston,2024-05-31 00:00:00 UTC,2024-25,125000,318530,Dr.,Melissa,null,Greeff,Capital,English,"Aerial Robotics, Safe Learning-Based Control, Event-Based Vision, Multi-Robot Collaboration",192395,0.649705034
Ontario Research Fund - Research Infrastructure,Small Infrastructure Fund - Round 059 - 2023 - November,42809,21st Century challenge for Dentistry: Breaking the cycle of irreversible dental tissue loss,"This research project will develop non-invasive digital biopsies using advanced imaging systems to enhance early caries detection, as well as advance innovative restorative materials to enhance the durability of dental restorations.",RDF30,"Medical, Health and Life Sciences",RDF20-21,Engineering and technology,RDF10,Natural sciences,RDF2070101,Biomedical materials,University of Toronto,University,Toronto,2024-06-28 00:00:00 UTC,2024-25,370645,930315,Dr.,Laurent,null,Bozec,Capital,English,"Oral Health, Caries, Diagnostics, Bio-materials, Tissue function, Dental restoration, Bio-Imaging, Statistical modeling, Clinical translation, Artificial Intelligence.",7109866,0.052131081
Ontario Research Fund - Research Infrastructure,Small Infrastructure Fund - Round 059 - 2023 - November,43928,AI for Medical Imaging,"Dr. Khademi will use computational resources and novel artificial intelligence (AI) algorithms to improve quality of care (QoC). Computer-generated biomarkers from medical images improve accuracy, increase access to radiological and pathological expertise through remote diagnosis, and shorten Turn-Around-Times, healthcare access and QoC.",RDF2070199,"Medical and biomedical engineering, n.e.c. Medical image analysis",RDF1020104,Machine Learning,RDF2070104,Medical devices,null,null,Toronto Metropolitan University,University,Toronto,2024-06-28 00:00:00 UTC,2024-25,92129,264733,Dr.,April,null,Khademi,Capital,English,"Research and technology development, image analysis, machine learning, AI,medical imaging, neuro MRI, digital pathology, cancer, dementia",7109866,0.012957909
Ontario Research Fund - Research Infrastructure,Small Infrastructure Fund - Round 059 - 2023 - November,44024,"CERC in Waterborne Pathogens: Surveillance, Prediction and Mitigation","This proposal seeks to innovate, develop and validate novel sampling methods, rapid diagnostic tools, integrated treatment options for the surveillance, prediction and mitigation of waterborne pathogens. The research outcome benefits to Ontario include early warning of and more accurate responses to control waterborne disease.",RDF10,Natural sciences,RDF105,Earth & related environmental sciences,RDF10506,Environmental geoscience,RDF1050703,Surface water hydrology,University of Guelph,University,Guelph,2024-06-28 00:00:00 UTC,2024-25,199946,499866,Dr.,David,null,McCarthy,Capital,English,"water treatment, real time monitoring, water microbiology, waterborne pathogens, waterborne risks biosurveillance",182615,1.094904581
Ontario Research Fund - Research Infrastructure,Small Infrastructure Fund - Round 059 - 2023 - November,44119,Imaging Immunity in Chronic Disease and Cancer,"By applying state-of-the-art real-tie imaging methods to the burgeoning field of immunophysiology, this colaborative research will rpovide criitcal insight into imune system dynamics in inflammatory diseases and cancer, leading to novel treatments to improve health outcomes for patients in Ontario.",RDF30,"Medical, Health and Life Sciences",RDF207,Basic medicine and life sciences,RDF30101,Immunology,RDF3010107,Innate immunity,Queen's University,University,Kingston,2024-06-28 00:00:00 UTC,2024-25,800000,2716299,Dr.,Paul,null,Kubes,Capital,English,Immunity in Chronic Diseases and Cancer,192395,4.158112217
Ontario Research Fund - Research Infrastructure,Small Infrastructure Fund - Round 059 - 2023 - November,44138,Persistence of recent experiences in memory via spontaneous thought,"Dr. Bellana's research program examines how our recent experiences shape what we think about next. Using an innovative combination of computational and physiological tools, this work aims to advance our understanding of the intersection between memory and spontaneous thought in humans, with applications to mental health.",RDF50,Social Sciences,RDF304,Psychology and cognitive sciences,RDF50102,Cognitive sciences,RDF5010210,"Memory (including episodic and semantic memory, and working memory)",York University,University,Toronto,2024-06-28 00:00:00 UTC,2024-25,90376,226390,Dr.,Buddhika,null,Bellana,Capital,English,"naturalistic experimental design, event boundaries, web development, spontaneous thought",7109866,0.012711351
Ontario Research Fund - Research Infrastructure,Small Infrastructure Fund - Round 059 - 2023 - November,44158,Uncertainty-Aware Structural Identification Testbed for Bridge Infrastructure,"Prof. Lund seeks to enhance the capacity of Ontario’s municipalities to manage their aging bridge infrastructure through the development of novel techniques for uncertainty-aware damage identification and response prediction, vetted on a first-of-its-kind testbed for operational bridge vibration under simulated multi-vehicle loading.",RDF20-21,Engineering and technology,RDF201,Mechanical Engineering,RDF20499,Other Mechanical Engineering,RDF2049903,"Dynamics, vibration and vibration control",University of Waterloo,University,Waterloo,2024-06-28 00:00:00 UTC,2024-25,110000,275000,Dr.,Alana,null,Lund,Capital,English,"Structural Health Monitoring, Uncertainty Quantification, Structural Identification, Deterioration Modeling, Information Fusion, Vehicle-Bridge Interaction",699402,0.157277217
Ontario Research Fund - Research Infrastructure,Small Infrastructure Fund - Round 059 - 2023 - November,44163,Cardiovascular Biomechanics Measurement Facility for Blood Flow and Biomechanical Testing,"The proposed infrastructure will provide critical biomechanics infrastructure to develop, test, and validate novel computational tools for non-invasive blood flow measurements, advanced medical imaging technologies, and surgical planning platforms to facilitate patient-tailored treatments of cardiovascular diseases.",RDF2070102,Biomechanical Engineering,RDF106,Biomedical instrumentation,RDF2070199,"Medical and biomedical eng., n.e.c. - Pediatric Blood Flow Measurement",null,null,Toronto Metropolitan University,University,Toronto,2024-06-28 00:00:00 UTC,2024-25,78000,242916,Dr.,Muhammad Owais,null,Khan,Capital,English,"blood flow measurement, medical image based diagnostics, cardiovascular diseases, surgical planning",7109866,0.010970671
